filename,left_image,right_image,overall_description,is_text_in_left_image,is_text_in_right_image,are_images_connected,difficulty_in_understanding
20240101_172350.jpg,It is a beautiful food package,It is a food package that has been torn open,The images are funny since it shows how the food packaging sets unreal expectations for the food inside with its graphics. The user gets to see the rather dull food once he opens the package and it is amusing to see how different the actual product is from the images,,,,MEDIUM
20240101_173017.jpg,"someone holding a phone and the screen shows a message from someone as ""You are cute""","a person, probably a man, viewing at his face in the phone screen after turned off, the phone screen has touch marks on it","The image is ironic, because person who received the text saying ""you are cute"" is apparently not good looking according to the beauty standards",TRUE,,,EASY
20240101_172932.jpg,a set of hangars,a chair with a pile of clothes,the image highlights irony when people make expensive and fancy wardrobes just to end up stacking all the clothes on a chair,,,,EASY
20240101_172407.jpg,a woman is seen praying before the Buddha  statue with closed hands,"a photo of a woman, praying before the Buddha  statue with closed hands, posted on some social media  with hashtags","The image is ironic, because in the first image it seems that the woman is praying whole heartedly by bowing down in front of the statue but in the second image the same image is seen posted on the internet, so the woman was just posing for a photo to be posted on internet to gain followers or likes",,TRUE,,EASY
20240101_180403.jpg,It is a drinking water dispenser,It is an empty cup dispenser,The images are funny since they show how a workspace has installed drinking water dispenser but it is of no use since the water cup dispenser is left empty,TRUE,,,EASY
20240101_173214.jpg,"The image shows a drawing made on a windows paint like application. The drawing contains a house with smoke coming out of the chimney, clouds, sun and flowers next to the house. The image also shows fill color option which is indicated by a bucket of paint being used on the ceiling of the house to fill it with a color.","The image shows a drawing made on a windows paint like application. The drawing contains a house with smoke coming out of the chimney, clouds, sun and flowers next to the house. The entire drawing is colored with brick red color.","The image is funny and showing a common problem with microsoft paint like applications where even a slight openings in the shapes causes entire drawing to be filled with the same color when using the fill color option. In this case, the person using the application intended to color only the ceiling of the house to brick red but ended up coloring the whole drawing with the brick red color.",,,,EASY
20240101_173542.jpg,"A board with ""Secret Beach"" written on it.","People in a beach, having a board with ""Secret Beach"" written on it at its entrance.","The image is ironical, as people can be seen in the beach, and is clearly not a secret, while the board at the entrance has ""Secret Beach"" written on it.",TRUE,TRUE,,EASY
20240101_173642 (1).jpg,a steel frame basket,"a woman carrying many objects at once trying to hold them, and protecting them from falling off","The image is ironic, because even when there are steel frame baskets are available at the supermarkets people prefer carrying the items in hand",,,,EASY
20240101_180601.jpg,A transparent glass tumbler that has a glass handle on it,"A person drinking something from a glass tumbler. The tumbler has a handle on it. The person is not using the handle, but grabbing the tumbler directly.","This image is funny because even though the tumbler has a glass handle on it to facilitate holding, the person drinking from it doesn't use the handle making it redundant.",,,,EASY
20240101_173007.jpg,Chairs surrounding a table under a large umbrella.,"Chairs surrounding a table under a large umbrella, with the shadow of the umbrella appearing on the side.","The image is ironical, as the umbrella is meant to provide shadow in the area where the chairs are present, but due to the orientation of the rays of the sun, all the chairs are in sunlight, and the umbrella is of no use in this situation.",,,,EASY
20240101_173355.jpg,It is a smartphone box claiming the phone has a storage capacity of 256 gb,It is a smartphone with 235.35 gb of available space,"The images are funny since they show how smartphone manufacturers advertise their smartphones to have a high internal storage space but in reality, the amount of space available to an user is considerably less due to pre-installed software",TRUE,TRUE,,EASY
20240101_173712.jpg,"a person applying lipstick, probably a girl or woman",lipstick stains on various mugs and glasses,"The image is ironic, because the left image suggest that a person applies lipsticks on their lips to make their lips look attractive or to keep them hydrated but on the contrary it gets sticked to the glasses or mugs and gets wasted",,,,MEDIUM
20240101_180751.jpg,salad in a bowl,pouring mayonnaise sauce on salad in a bowl,"The image is ironical, as salad in a bowl by itself is very healthy. However, when people have it with Mayonnaise sauce to improve the taste, it is not healthy anymore, and defeats the point of having nutrient-rich salad altogether.",,TRUE,,EASY
20240101_175208.jpg,a softy cone filed with ice cream at top and probably melting from the sides because of more quantity than space,an open section of softy cone showing only a limited softy is filled over the cone and the hollow part of ice cream is empty or vacant,"The image is ironic, because in one image the softy cone is shown filled with softy but in second image it is visible that only the top of the cone is filled and at the inside the cone is vacant",,,,EASY
20240101_173144.jpg,a woman is seen using the stair climber machine at some gym,a woman calling for the lift to avoid climbing up the stairs for going to the gym,"The image is ironic, because in the left image a woman is seen using the stair climber machine at the gym but the same woman is not ready to climb up some stairs for going to the gym and is calling for the lift",,TRUE,,EASY
20240101_173411.jpg,It is a ponytail,It is a head with a ponytail on the bottom but with a bald patch on top,"The images are funny simce they show how people draw conclusions without getting the whole perspective. Here the viewer thinks the subject has beautiful long hair after seeing only the bottom half of the image but once we see the whole image, we realise the subject is half bald",,,,EASY
20240101_174544.jpg,It is a man donating money to a dog shelter while dogs are barking at him,It is a man donating money to a dog shelter while dogs are barking at him and one of the dogs is attacking him,The images are ironic since they show how dogs choose to attack a well wisher making a donation for helping dogs. It is sad that dogs mistake a well wisher and bite him while he is trying to help them.,TRUE,TRUE,,EASY
20240101_173239.jpg,a woman wearing a short dress sitting on the co-passengers seat in a car,"skin of a woman getting sticked to the seat fabric of the car, causing inconvenience","The image is ironic, because the woman is wearing a short dress to look stylish but she had to face inconvenience while travelling in car due to her short dress only.",,,,EASY
20240101_180548.jpg,"The image shows a text in english saying ""Think Twice"". The font seems very fashionable.","The image shows the face of a man with a tattoo on the left side of a forehead saying ""Think Twice"". The man is wearing a nose ring and has a cut on his left eyebrow. He also has a small tattoo of the cross a little below his left eye.","The image is funny because even thought the tattoo on the face of the man says ""think twice"", the man did not think twice before getting the tattoo on his forehead.",TRUE,TRUE,,EASY
20240101_175627.jpg,A person operating a tap on top of a bathtub.,"A person operating a tap on top of the bathtub, while water is pouring down on the person from the handheld shower rested upon a holder.","The image is funny, as the person is trying to operate the tap, but water comes out of the handheld shower resting on a holder instead of the tap, making the person drenched in water.",,,,EASY
20240101_182511.jpg,"a person with colorful hairstyle, stylish beard at ear piercings",a group of persons at the death ceremony of some person performing the last rituals,"The image is ironic, because in the second image it is shown that a group of people is attending someone's death ceremony but one of them is shown as wrongly dressed for that place in first image, his visual appearances doesn't shows his feeling of mourning",,,,EASY
20240101_172336.jpg,"The image shows a computer desk with two monitors, two speakers on the side, a headphone hanging off the side of the table, a cpu on the floor with lights glowing on the front of the cpu and a very comfortable looking gaming chair. The whole setup looks high end and expensive.",The image shows a man sleeping on a mattress on the floor. There does not seem to be a bedsheet on the mattress.,The image is funny because the person has a lot of furniture for his computer but none for himself.,,,TRUE,EASY
20240101_182552.jpg,"The image shows food grains being poured into a bowl from the packet. The packet says ""Complete & Balanced"", ""Organic"", ""100% Natural"", ""Grass Fed Lamb & Sweet Potato"" , ""With Prebiotic"", ""High Protein"", ""No grains"", ""No Gluten"" and ""No Soy"".",The image shows a dog eating food from its bowl on the floor and a woman eating noodles from a cup on the table.,"The image is funny because while the food for the dog that the woman pours is well balanced, the food that she herself is eating is bad for her health.",TRUE,,,EASY
20240101_175942.jpg,It is a send button with a 'view only once' option activated,It is a screenshot button,The images are funny since it shows how useless a 'view only once' option is for a sender since the recipient can just take a screenshot of the sent image and view it as many times as he/she wants,TRUE,TRUE,,EASY
20240101_173718.jpg,"a person with his opens in his bed, probably waking up from sleep",a cat at some high platform standing and gazing at something,"The image just speaks yes, but in a different way as ""yes, butt"" like in the early morning the man had to look at the cat's butt because it is standing over the man's body",,,TRUE,EASY
20240101_173029.jpg,A XXL size bag of sliced pepperoni,A person holding a slice of pepperoni which is so thin that the hand is through it.,"The irony in this image describes shrinkflation, which is when stores start selling big bags of products with less product in them.",TRUE,,,EASY
20240101_173756.jpg,"a woman dressed up as fortune teller with a candle and a fortune teller globe with ""FORTUNE"" written on it","a woman rejecting peoples' request to predict on finance, bets and lottery as giving some ""Unknown error""","The people who claim to predict the future either find their predictions unsuccessful or avoid themselves from making claims related to finance, lotteries, and bets.",TRUE,TRUE,,EASY
20240101_174021.jpg,It is a metallic water bottle,A metallic water bottle being filled by a plastic water bottle,The images are ironic since the metallic water bottle aims to be more sustainable as can be seen from the sign on the bottle but its user fills it with a plastic bottle which destroys its purpose,,,,EASY
20240101_175752.jpg,The image shows a woman applying sunscreen with high SPF on her face.,The image shows a woman riding a scooter with her helmet on the back seat.,"The image is funny because while the woman is concerned about protection from the sun rays, she is not concerned about her safety while riding a scooter.",TRUE,,,EASY
20240101_174232.jpg,The image shows the walk sign turned to green on a traffic signal.,The image shows an empty road with only one car on the road. The car is waiting for the walk sign to turn to red so that it can cross the zebra crossing.  There is no one else on the road except from the car.,"The image is funny because while walk signs are very useful for pedestrians to be able to cross roads safely, the become unnecessary and annoying for car drivers when these signals turn green even when there is no pedestrian tring to cross the road.",,,,EASY
20240101_180509.jpg,"The image shows a music studio with differnt kinds of instruments like guitar and saxophone, piano and recording  to make music.","The image shows the view of an electornic equipment used to create music. It has buttons to record, play drums and other musical instruments.","The image overall is funny because even though people have great music studios and instruments to create and record music, they use electronic replacements of the musical instruments to achieve the task.",,,,EASY
20240101_180455.jpg,"two people have finished their meal at a restaurant, while the waiter has come to pick up the plates, and the man is tipping the waiter.","a man in his house has finished his meal while checking his phone, while a woman is picking up his plate.","The image is ironical, as a man tips the waiter at a restaurant for the meal, but seems to not even acknowledge when his wife has made the meal for him at home.",,,,EASY
20240101_174200.jpg,"The image shows a woman smiling with a text saying the word ""smile!"".  There is also a yellow smiley face in the image.",The image shows a closeup of the face of a woman. The image has red circles around the wrinkles near the woman's lips and eyes highlighting them.,The image is ironical because while it suggests people to smile it also shows the wrinkles that can be caused around lips and eyes because of smiling,TRUE,,,EASY
20240101_175331.jpg,three different dog owners with their dog walking in some park,three different dog owners with their dog walking in some park with their dogs mingled,The dog owners take their dogs for some walk in parks but their dogs mingle together with other dogs however their leashes get entangled during this which is quite inconvenient for the dog owners,,,,EASY
20240101_173955.jpg,"a person's face is shown wearing some cap, probably swimming cap","a person in shorts wearing a swimming cap standing near some water body, having beard and hairs all over his body",The man is wearing a swimming cap to protect his head's hair but on the other side he is not concerned over the hair all over his body and is nowhere covering them,,,,EASY
20240101_180159.jpg,"An eatery with the name ""Healthy Cafe"". It has a green aesthetic with paintings of leaves, avocados, etc on their windows. They have an outdoor seating area with 4 green patio chairs around a circular table. There is a small sign on a stand near the table with a green circular symbol and some text that is too small to read.","Green patio chairs. A sign on a stand that has a green circular symbol encircling a cigarette symbol, and some text that says ""SMOKING AREA"".","This image is funny because an eatery that calls itself the ""healthy"" cafe also has a smoking area, which is not very ""healthy"". If it really was a healthy cafe, it would not have a smoking area as smoking is injurious to health. Satire on the behavior of humans - both those that operate this cafe who made the decision of allowing smoking and creating a designated smoking area, and those that visit this healthy cafe to become ""healthy"", but then also indulge in very unhealthy habits simultaneously.",TRUE,TRUE,,EASY
20240101_172940.jpg,A boy petting a cow,A boy eating a hamburger,"The irony is that the boy is petting the cow to show that he cares about the animal, but then he also eats hamburgers made from the same cows",,,,EASY
20240101_180545.jpg,The image shows a man eating leafy vegetables out of a bowl in his hand. He is also wearing a t-shirt that says vegan.,The image shows a person biting the skin around the fingernails of thier hand.,"The image is funny because while the man claims to be vegan, he is biting skin off his own hand.",TRUE,,,EASY
20240101_175247.jpg,"The image shows an object wrapped in a ""caution fragile"" tape indicating that the object under the wraps is fragile.",The image shows punching body bob with a base. It is used to practice punches and kicks.,The image is funny because the object which is said to be fragile by the tape turns out to be an equipment to practice punches and kicks on meaning that it is very tought and sturdy.,TRUE,,,EASY
20240101_173401.jpg,It is a woman enjoying the warmth and comfort of her sweater,"It a womans neck, irritated and red due to manufacturers tags on her clothes","The images are funny since it shows how even though sweaters and other clothings provide much comfort, a tiny manufacturers tag ends up causing the user a lot of discomfort due to constant scratching",,,,EASY
20240101_182526.jpg,"a tatto of holy cross symbol on the back of a girl,maybe she follows christianity as her religion","a pole dancer performing, having a tatto of holy cross symbol on her back","This image may present two different ideas, firstly even she is such a believer in god that she has got a tatto of holy cross symbol on her back but her situations have forced her to do a job at a bar or some place performing pole dance and secondly she is using a religious symbol to glorify her look so that more people acknowledge her dance and give her some money",,,,MEDIUM
20240101_180247.jpg,"Image depicts chaos in a household with overflowing pots, ringing phone, door bell going off, and the iron burning clothes",a cat sleeping on the lap of a person,the irony in this image is that people ignore all the chaos around them and get distracted by a cat.,TRUE,,,EASY
20240101_182531.jpg,"The image shows a hand holding a mobile phone with finger tips. The text on the screen of the mobile phone says ""ULTRA SLIM"".  The mobile phone is indeed very slim.","The image shows a slim mobile phone connected to a thick,big and heavy power bank for charging the mobile phone.","The image is satirical because even though the mobile phone has been developed to be very slim, it requires frequent recharging which makes the mobile phone useless without a big, heavy and thick power bank.",TRUE,,,EASY
20240101_173326.jpg,It is a woman who does not know the names of presidents,"It is a woman who has written down a list of ""his""
Exes","The images are funny since it shows how people tend to forget the important details like names of presidents but remember the useless ones, like forgetting names of presidents but remembering the names of their exes in this example",TRUE,TRUE,,EASY
20240101_175614.jpg,"A person holding a sign that says the letters ACAB. The persons face is covered by a mask, they have black nails and they looks like they are protesting something.",Person dialling 112 Emergency number on their phone. They have black nails,"This is funny because on the one hand this person is rebelling against cops (slogan being All Cops Are Bad - ACAB), but on the other hand they are also calling the cops for help.",TRUE,TRUE,,HARD
20240101_175126.jpg,a cup of coffee with latte art on it,a person stirring the coffee with spoon,"The image is ironic, because even when the coffee maker create latte art to make coffee look attractive but it is there just for a short time after that it is vanished",,,,EASY
20240101_175135.jpg,"a traffic signal for the pedestrians and the signal is green, so pedestrians can cross the road","a bus standing on the zebra crossing, while the traffic signal is green for the pedestrians symbolising  they can cross the road now","The image is ironic, because even when the signal is green for the pedestrians but they can't cross the road because of the vehicles standing on the zebra crossing",,,,EASY
20240101_174000.jpg,There is a bed of king size.,There is a person sleeping with his material on its bed;,"Although the person has purchased a king size bed, but only less than half of the space is used by the person for sleeping.",,,,EASY
20240101_174903.jpg,"a person working on laptop while hearing to some songs on his headphone, at the bottom of the image the music player is seen with some name as ""Birdsongs""","a person walking through some forest while hearing to some songs on his headphone, at the bottom of the image the music player is seen with some name as ""No Frauds""","The image is ironic, because people nowadays at home want to feel the nature but when the same person gets some moments to enjoy the nature they just ignore the surroundings",TRUE,TRUE,,EASY
20240101_175836.jpg,a mobile screen with resume asking the user whether to send button,a mobile screen with an incoming call from unknown which the person might be rejecting,"The image is ironic, because on the left image the person is sending their resume to someone and on the right they are rejecting the unknown calls which might be some offer calls  or the person who sent the resume maybe tired of the spam calls after sending the resume which he sent seeking some new oppurtunities",TRUE,TRUE,TRUE,EASY
20240101_175048.jpg,A picture of a bag with eco bag written on it.,The image of the material that is kept in the bag.,The image is ironical because in the left image it is written eco bag but in the right image we are keeping items of plastic which is not eco-friendly.,TRUE,,TRUE,EASY
20240101_180407.jpg,It is a woman holding a leaf over half of her face for a good photo,It is a few dogs defecating and urinating over leaves,The images are funny since it show a woman holding a leaf over half of her face for a good photo but unknown to her is thale fact the same leaf might have been defecated or urinated upon by dogs and other wild animals,,,,EASY
20240101_175554.jpg,a long piece of cylinder with two circular holes over its surface and two holes at top and bottom and a hanging toy at one end,"an animal hiding its face in a paper bag, probably a cat or dog","The image is funny, because even when there is a dedicated thing for the animal to play with it still is hiding itself in the paper bag",,,,EASY
20240101_180758.jpg,a cylindrical toy or some sort of thing  with a lots of rope wounded around its surface,a cat scratching its nails over the sides of a sofa or trying to climb up the sofa,"The image is ironic, because in the first image a toy, purposed for the cat to play with is shown but in the second image the cat is comfortably enjoying  to play on the sides of sofa",,,,EASY
20240101_173100.jpg,A smartphone being charged by a power bank (portable charger)  via  a short cable. Smartphone screen shows it's battery has no power left.,"A smartphone being charged by a power bank (portable charger)  via  a short cable. Smartphone screen shows it's battery has no power left. Power bank also  has no power left, indicated via  a symbol drawn on top of it.","This image is funny because its an assumed expectation that  the dead phone will be rescued by the power bank, but here the power bank is also dead and of no use.",,,,EASY
20240101_173254.jpg,fresh strawberries in a container,"a container transparent from one of the sides, containing fresh strawberries at the top, and bad quality ones at the bottom.","the image is funny, as the strawberries in a container generally bought in retail appear fresh from the top, but the ones below them (which are generally not visible directly while buying the container of strawberries) are low quality/spoilt, revealing the tactics that retail uses to pass on low-quality products to innocent consumers.",,,,EASY
20240101_173706.jpg,many skateboard scooters parked together,a straight road with many potholes,"The image is ironic, because even after when the skateboard scooters are available for someone to ride but the road has many potholes that it is not suitable to ride the scooters on such roads",,,,EASY
20240101_180649.jpg,The image shows a zoomed in image of a folded side mirror of a green car.,The image shows a green car with both of its side mirrors folded. I car is parked improperly spanning accross two parking spots.,The image is funny becuase while folding the side mirrors is good when the car is not being used because it prevents damage but it is supposed to be used while driving and parking the car which has not been done in this case leading the car to be parked impropely.,,,,EASY
20240101_172317.jpg,"a person wearing black clothes, having neck, hand, and knee tattoos.","a person wearing shorts, having neck, hand, and knee tattoos.","The image is funny, as the person has made tattoos at places that are visible when wearing clothes, but look very awkward otherwise.",,,,MEDIUM
20240101_172420.jpg,some t-shirts of the same type hanging together with size printed on the tag,some t-shirts of the same type hanging together with some,"The image is ironic, because it shows over modernization, earlier the size was printed on the label attached to the clothes but now for knowing even the basic details about the cloth like size there is some barcode or QR code attached which need to be scanned by some mobile phone or electronic device",TRUE,,,EASY
20240101_182451.jpg,"The image shows a photo of a woman shared on an instagram like social media platform. The handle name of the profile that has shared the photo is ""jessica92"" and the text below her handle says ""18 again"". In the shared photo is a woman celebrating her birthday. She is holding a cake with lit candles saying ""Forever Young"". She is also wearing a celebration cone on her head.","The image shows texts ""sica92"" and ""gain"" with the former above the latter.","The image is funny because while the woman claims she to be young, the likely year of her birth 1992 which can be inferred from her handle ""jessica92"" suggests that she is very old.",TRUE,TRUE,,EASY
20240101_181143.jpg,There is a parking place where few cars are standing leaving a place in middle.,Some crows are sitting on a wire which is above the parking area and the crows are making that place dirty.,The image is ironical such that although there is a place for parking but that place is not suitable because if we place our car there then our car will become dirty from top due to crow beet.,,,,EASY
20240101_181316.jpg,It is a cat tree,It is a cat in a cardboard box,"The images are funny since even though a cat tree is bought for cats to play with, cats would usually rather play with inexpensive cardboard boxes because they enjoy it more",,,,EASY
20240101_174842.jpg,They are images of what one should do in an airplane in case of an imminent collision and fire,It shows a man jumping out of an airplane in case of an emergency and using the emergency inflatable slides,These images are funny since it shows how we are taught emergency procedures to follow in case of an accident while in an airplane but how none of them work if the plane is still in air,,,,MEDIUM
20240101_175535.jpg,It is a pair of expensive looking limited edition football boots,It is a man shooting a football wide outside a goalpost,The images are funny since they show how wearing expensive football boots does not make the user a better footballer. The footballer is still just as bad and it is a waste for him to buy such expensive boots,TRUE,,,EASY
20240101_182629.jpg,"""Ratings and Reviews"" showing that a product/service is rated 5 out of 5 stars.",The rating is based on 1 review only,"The image is ironical, as a product/service is rated 5 out of 5 stars, but it has only 1 review, and hence, this rating might actually be misleading.",TRUE,TRUE,TRUE,EASY
20240101_174134.jpg,"A woman covers the eyes of a man named Bob, while gifting something to him.","Someone is holding a credit/debit card near a card machine, which has been used to buy the gift that can be seen placed near the card machine.","The image is ironical, as a woman is gifting something to a person named Bob, while using Bob's card itself to purchase the gift.",TRUE,TRUE,,EASY
20240101_181001.jpg,The image shows a complete pie on a plate.,The image shows a slice of the pie on a smaller plate. The rest of the pie is on the original plate.,"The image is funny because why people like to get whole pies, they only end up eating a small portion of it wasting the rest of the pie.",,,,HARD
20240101_172858.jpg,a person removing seeds from the pumpkin,"a person eating packaged pumpkin seeds having a pumpkin carved in the shape of a jack-o'-lantern, used in halloween","The image is ironic, because on one side the same person throws pumpkin seeds out of pumpkin into dustbin when brought at home but he is eating the package pumpkin seeds",,TRUE,,HARD
20240101_173332.jpg,"Close-up of phone screen, that has the phrase ""Group Chat"" on it, and the phrase ""28 People"" right below it. It  has button labeled ""JOIN"", and a person's finger is seen clicking the button.","A touch screen with a ""mute notifications"" button symbol ( a bell icon that is struck through).  A person's finger is seen clicking the button.","This is ironic because the person joining the big social group, presumably interested in the happenings of that group, motivated to engage with these people, MUTEs the group as soon as they join it, indicating they are not interested in it and do not  want to be bothered by it.  These actions are contradictory from a social perspective, and illuminate a weird fact about present day online life.",TRUE,,,EASY
20240101_174949.jpg,a bunch of toys,a dog holding a slipper,the irony is that dog owners buy loads of toys for their dog but the dog's favourite toy is the owner's slippers,,,,EASY
20240101_174147.jpg,"many images, kind of meme, kept in a gallery",a screenshot of some person replying to other's story raising voice over woman bullying,"The image is ironic, because in the first image there are many memes on men but in the second image a person is seen raising voice over some meme on woman and calling it as woman bully but no one raises their voice against memes over man calling them as man bully",TRUE,TRUE,,EASY
20240101_182242.jpg,It is a padlock for chains on a trolley bag,It is a broken zip chain,"The images are funny since it shows how even though we use padlocks to keep our luggage safe on trolleys, it is rendered useless as the zip chain breaks anyways",,,,EASY
20240101_172928.jpg,It is a hand holding a solved rubiks cube,It is a hand holding a jumbled rubiks cube with only one side of it solved,The images are funny since they show how a jumbled rubiks cube appears solved simply because of the viewers perspective.,,,,EASY
20240101_182604.jpg,a basin with different handwashes and paper roll around it to clean hands with a mirror in front,a door with a pull sign and handle on it,"The image is ironic, because in the first image in the bathroom there are so many things to clean hands around the basin but in the same bathroom people have to open the doors by hand which can easily spread the germs or bacteria even after times of hand cleaning as there is no way to open it without hands",,TRUE,TRUE,EASY
20240101_173112.jpg,A man taking a woman's photo,Men working in an office,The images are ironic since it shows how a holiday destination for a woman and a man is actually a workplace for many others where they are toiling away everyday,,,,EASY
20240101_175953.jpg,The iamge shows a woman scared of the syringe about to be used to inject her with medicine.,The image shows a woman with her tongue out getting a piercing in her tongue. The image also shows shows the same woman getting tattoed on her left arm at the same time as getting  a piercing.,"The image is funny becuase while the woman is scared of getting an injection which is for her benefit, she is not afraid of getting a piercing or a tattoo which are not going to help her in any way.",,,,EASY
20240101_180932.jpg,"Phone cleaner app for cleaning phone memory, with a 4+ star rating.","A pop-up message on a mobile device, showing that it is unable to install an app named ""Phone cleaner"" that due to insufficient availability of memory on the device.","The image is ironical, as to clear the phone's memory using phone cleaner app, one has to install it, but that is not possible in turn due to the phone memory being full.",TRUE,TRUE,,EASY
20240101_173654.jpg,a pack of invisible tape.,tape outside the 'invisible tape' pack.,"The image is ironic, as the text on the pack reads 'invisible tape', but the tape inside it is actually visible.",TRUE,TRUE,,EASY
20240101_173433.jpg,sparkling steering wheel of a car.,"dashboard of a car, with the touch panel full of greasy fingerprints.","The dashboard and steering wheel of the car look sparkling clean, but the greasy fingerprints on the touch panel reduce the appeal of the dashboard.",,,TRUE,EASY
20240101_173638.jpg,"a well-built person wearing a tank top with the word ""KILL"" on an image of a skull.",a well-built person consuming whey protein from one of three flavours.,"The image is funny because a well-built person wearing an aggressive tank-top with the word ""KILL"" on an image of a skull is having very childish flavours of whey protein such as teddy vanilla, yummy yummy choco, and strawberry vanilla, contrary to the person's external persona. This depicts the metaphor 'Do not judge a book by its cover'.",TRUE,TRUE,,EASY
20240101_174536.jpg,a person opening a door with the sign 'OPEN',a person standing near a door with the sign 'CLOSE',"The image is funny because a person opens a door with the sign 'OPEN', meaning the place is open. However, once the person enters the building and looks back, the other side of the sign reads 'CLOSE', which ideally should not be the case, as the place is actually open.",TRUE,TRUE,,EASY
20240101_174540.jpg,a referee announcing the winner of a boxing match.,a bruised boxer.,"The image is ironic because even though a boxer has won the match and it is supposed to be a moment of celebration, the boxer got bruised in several places during the match. This is an illustration of what hurdles a person has to go through in order to succeed.",,,TRUE,EASY
20240101_173123.jpg,"image shows a gallery of seats. Someone is holding a ticket for the seat in Row 3, Seat 18, which is vacant.","a person walking through the 3rd row of gallery seats filled with audience to get to the 18th seat in the row, which is vacant.","The image is funny, as the person has a ticket of a seat that is on the leftmost end of the gallery. However, the person has entered from the other end, and is going through a sea of seated people to get to the vacant seat. This would cause inconvenience to the people in the row, and would probably take a longer time to reach the seat.",TRUE,,,EASY
20240101_181251.jpg,"a person in the driving seat is inserting a CD with ""Favorite Songs"" written on it into the CD player of a car dashboard.",driver of the car is sad on seeing the person (on the rear view mirror) sitting in the back seat of the car wearing earphones.,"The image is funny, as the driver of the car inserts a CD named ""Favorite Songs"" into the CD player for the passenger, but the driver is sad on seeing the passenger in the back seat listening to something else on earphones instead.",TRUE,,,EASY
20240101_175558.jpg,a vegan mayo sauce packet,pouring vegan mayo sauce from a packet on a rib steak,"The image is ironical, as vegan mayo sauce is being poured on rib steak, which is non-vegetarian. The person might as well just use normal mayo sauce instead.",TRUE,TRUE,,EASY
20240101_175722.jpg,a doctor/nurse rubbing alcohol on a patient's arm.,a doctor/nurse injecting a 'lethal injection' into the patient's arm.,"The image is ironical, as rubbing alcohol is used to clean a place on the arm for giving an injection, while the injection itself is 'lethal'.",TRUE,TRUE,,MEDIUM
20240101_182338.jpg,"a smartwatch on a person's wrist showing 10,000 steps completed, indicating that a goal has been reached.","a person walking in orange clothes, who is apparently a prisoner inside a jail.","The image is ironical, as the smartwatch on the person's wrist shows 10,000 steps completed as an accomplishment, while showing later that the person is apparently walking inside a jail as a prisoner.",TRUE,,,EASY
